DATETIMEDATA,PM25,PM10,O3,CO,NO2,SO2,WS,TEMP,RH,WD,stationID
2024-02-26 00:00:00,20.1,,,,,,0,30,70,22,02t
2024-02-26 01:00:00,19.2,,,,,,0,30,69,24,02t
2024-02-26 02:00:00,20.4,,,,,,0,30,70,15,02t
2024-02-26 03:00:00,25.1,,,,,,0,30,70,358,02t
2024-02-26 04:00:00,21.6,,,,,,0,29,70,352,02t
2024-02-26 05:00:00,20.8,,,,,,0,29,71,359,02t
2024-02-26 06:00:00,22.5,,,,,,0,29,71,28,02t
2024-02-26 07:00:00,27.7,,,,,,0,29,72,50,02t
2024-02-26 08:00:00,28.1,,,,,,0,30,72,29,02t
2024-02-26 09:00:00,24.5,,,,,,0,31,70,317,02t
2024-02-26 10:00:00,31.6,,,,,,1,32,66,301,02t
2024-02-26 11:00:00,35.7,,,,,,0,34,60,308,02t
2024-02-26 12:00:00,38.3,,,,,,0,35,54,317,02t
2024-02-26 13:00:00,40.6,,,,,,0,35,50,282,02t
2024-02-26 14:00:00,45.2,,,,,,0,36,48,316,02t
2024-02-26 15:00:00,45.1,,,,,,0,35,49,279,02t
2024-02-26 16:00:00,44.5,,,,,,1,35,50,276,02t
2024-02-26 17:00:00,43.2,,,,,,1,34,52,302,02t
2024-02-26 18:00:00,36.9,,,,,,1,33,58,275,02t
2024-02-26 19:00:00,33.0,,,,,,1,32,62,290,02t
2024-02-26 20:00:00,36.7,,,,,,0,31,64,341,02t
2024-02-26 21:00:00,31.7,,,,,,0,31,66,327,02t
2024-02-26 22:00:00,30.5,,,,,,1,31,67,360,02t
2024-02-26 23:00:00,32.9,,,,,,0,31,67,15,02t
2024-02-27 00:00:00,30.7,,,,,,1,30,68,12,02t
2024-02-27 01:00:00,28.8,,,,,,0,30,69,1,02t
2024-02-27 02:00:00,26.7,,,,,,0,30,70,356,02t
2024-02-27 03:00:00,25.0,,,,,,0,30,71,344,02t
2024-02-27 04:00:00,26.7,,,,,,0,30,72,321,02t
2024-02-27 05:00:00,29.4,,,,,,0,29,72,331,02t
2024-02-27 06:00:00,35.0,,,,,,0,29,73,322,02t
2024-02-27 07:00:00,32.2,,,,,,0,29,74,329,02t
2024-02-27 08:00:00,35.3,,,,,,0,30,73,315,02t
2024-02-27 09:00:00,36.6,,,,,,1,31,69,307,02t
2024-02-27 10:00:00,41.7,,,,,,0,32,63,335,02t
2024-02-27 11:00:00,40.0,,,,,,1,34,58,297,02t
2024-02-27 12:00:00,41.3,,,,,,1,35,54,300,02t
2024-02-27 13:00:00,41.2,,,,,,0,35,50,303,02t
2024-02-27 14:00:00,46.6,,,,,,0,35,49,290,02t
2024-02-27 15:00:00,49.4,,,,,,0,35,46,288,02t
2024-02-27 16:00:00,53.1,,,,,,0,35,46,77,02t
2024-02-27 17:00:00,52.5,,,,,,1,35,48,293,02t
2024-02-27 18:00:00,49.2,,,,,,0,33,53,312,02t
2024-02-27 19:00:00,46.1,,,,,,0,32,58,313,02t
2024-02-27 20:00:00,41.2,,,,,,1,32,62,301,02t
2024-02-27 21:00:00,41.7,,,,,,1,31,64,326,02t
2024-02-27 22:00:00,40.9,,,,,,0,31,63,1,02t
2024-02-27 23:00:00,39.8,,,,,,0,31,64,37,02t
2024-02-26 00:00:00,18.4,,,,,,0,0,0,0,03t
2024-02-26 01:00:00,19.9,,,,,,0,0,0,0,03t
2024-02-26 02:00:00,16.3,,,,,,0,0,0,0,03t
2024-02-26 03:00:00,15.7,,,,,,0,0,0,0,03t
2024-02-26 04:00:00,17.9,,,,,,0,0,0,0,03t
2024-02-26 05:00:00,24.4,,,,,,0,28,0,0,03t
2024-02-26 06:00:00,27.2,,,,,,0,27,0,0,03t
2024-02-26 07:00:00,28.6,,,,,,0,28,0,0,03t
2024-02-26 08:00:00,32.9,,,,,,0,30,0,0,03t
2024-02-26 09:00:00,29.8,,,,,,0,31,0,0,03t
2024-02-26 10:00:00,28.5,,,,,,0,32,0,0,03t
2024-02-26 11:00:00,31.9,,,,,,0,33,0,0,03t
2024-02-26 12:00:00,33.5,,,,,,0,34,0,0,03t
2024-02-26 13:00:00,34.6,,,,,,0,34,0,0,03t
2024-02-26 14:00:00,36.4,,,,,,0,33,0,0,03t
2024-02-26 15:00:00,37.5,,,,,,0,33,0,0,03t
2024-02-26 16:00:00,39.1,,,,,,0,33,0,0,03t
2024-02-26 17:00:00,35.2,,,,,,0,32,0,0,03t
2024-02-26 18:00:00,33.2,,,,,,0,30,0,0,03t
2024-02-26 19:00:00,31.4,,,,,,0,30,0,0,03t
2024-02-26 20:00:00,32.6,,,,,,0,30,0,0,03t
2024-02-26 21:00:00,28.5,,,,,,0,29,0,0,03t
2024-02-26 22:00:00,27.2,,,,,,0,29,0,0,03t
2024-02-26 23:00:00,29.4,,,,,,0,0,0,0,03t
2024-02-27 00:00:00,26.6,,,,,,0,0,0,0,03t
2024-02-27 01:00:00,24.9,,,,,,0,0,0,0,03t
2024-02-27 02:00:00,23.5,,,,,,0,0,0,0,03t
2024-02-27 03:00:00,26.5,,,,,,0,0,0,0,03t
2024-02-27 04:00:00,27.5,,,,,,0,0,0,0,03t
2024-02-27 05:00:00,28.3,,,,,,0,0,0,0,03t
2024-02-27 06:00:00,35.7,,,,,,0,28,0,0,03t
2024-02-27 07:00:00,40.9,,,,,,0,29,0,0,03t
2024-02-27 08:00:00,41.5,,,,,,0,30,0,0,03t
2024-02-27 09:00:00,40.2,,,,,,0,31,0,0,03t
2024-02-27 10:00:00,42.5,,,,,,0,32,0,0,03t
2024-02-27 11:00:00,39.7,,,,,,0,33,0,0,03t
2024-02-27 12:00:00,37.7,,,,,,0,33,0,0,03t
2024-02-27 13:00:00,36.6,,,,,,0,34,0,0,03t
2024-02-27 14:00:00,39.4,,,,,,0,33,0,0,03t
2024-02-27 15:00:00,45.3,,,,,,0,33,0,0,03t
2024-02-27 16:00:00,50.4,,,,,,0,33,0,0,03t
2024-02-27 17:00:00,51.8,,,,,,0,33,0,0,03t
2024-02-27 18:00:00,49.3,,,,,,0,31,0,0,03t
2024-02-27 19:00:00,45.2,,,,,,0,30,0,0,03t
2024-02-27 20:00:00,39.2,,,,,,0,30,0,0,03t
2024-02-27 21:00:00,40.9,,,,,,0,29,0,0,03t
2024-02-27 22:00:00,38.5,,,,,,0,29,0,0,03t
2024-02-27 23:00:00,29.3,,,,,,0,0,0,0,03t
2024-02-26 00:00:00,15.0,,,,,,2,0,0,187,05t
2024-02-26 01:00:00,15.2,,,,,,1,0,0,183,05t
2024-02-26 02:00:00,20.1,,,,,,2,0,0,189,05t
2024-02-26 03:00:00,22.0,,,,,,1,0,0,182,05t
2024-02-26 04:00:00,22.1,,,,,,1,0,0,185,05t
2024-02-26 05:00:00,24.9,,,,,,0,0,0,161,05t
2024-02-26 06:00:00,22.1,,,,,,0,0,0,118,05t
2024-02-26 07:00:00,24.1,,,,,,1,0,0,135,05t
2024-02-26 08:00:00,26.0,,,,,,1,0,0,143,05t
2024-02-26 09:00:00,26.0,,,,,,1,0,0,173,05t
2024-02-26 10:00:00,27.2,,,,,,1,0,0,139,05t
2024-02-26 11:00:00,32.0,,,,,,2,0,0,166,05t
2024-02-26 12:00:00,33.0,,,,,,2,0,0,204,05t
2024-02-26 13:00:00,32.4,,,,,,2,0,0,175,05t
2024-02-26 14:00:00,42.8,,,,,,2,0,0,204,05t
2024-02-26 15:00:00,36.2,,,,,,2,0,0,208,05t
2024-02-26 16:00:00,41.7,,,,,,2,0,0,191,05t
2024-02-26 17:00:00,32.9,,,,,,3,0,0,192,05t
2024-02-26 18:00:00,30.1,,,,,,3,0,0,198,05t
2024-02-26 19:00:00,32.8,,,,,,2,0,0,199,05t
2024-02-26 20:00:00,26.0,,,,,,2,0,0,194,05t
2024-02-26 21:00:00,25.9,,,,,,2,0,0,190,05t
2024-02-26 22:00:00,22.3,,,,,,2,0,0,190,05t
2024-02-26 23:00:00,29.9,,,,,,2,0,0,190,05t
2024-02-27 00:00:00,27.9,,,,,,1,0,0,187,05t
2024-02-27 01:00:00,24.0,,,,,,1,0,0,191,05t
2024-02-27 02:00:00,23.1,,,,,,1,0,0,192,05t
2024-02-27 03:00:00,26.0,,,,,,1,0,0,189,05t
2024-02-27 04:00:00,27.0,,,,,,1,0,0,183,05t
2024-02-27 05:00:00,26.2,,,,,,1,0,0,180,05t
2024-02-27 06:00:00,30.9,,,,,,1,0,0,178,05t
2024-02-27 07:00:00,27.2,,,,,,1,0,0,175,05t
2024-02-27 08:00:00,32.9,,,,,,1,0,0,189,05t
2024-02-27 09:00:00,29.2,,,,,,1,0,0,172,05t
2024-02-27 10:00:00,36.0,,,,,,1,0,0,153,05t
2024-02-27 11:00:00,34.8,,,,,,2,0,0,186,05t
2024-02-27 12:00:00,30.2,,,,,,2,0,0,186,05t
2024-02-27 13:00:00,37.1,,,,,,2,0,0,179,05t
2024-02-27 14:00:00,39.0,,,,,,2,0,0,188,05t
2024-02-27 15:00:00,40.3,,,,,,2,0,0,192,05t
2024-02-27 16:00:00,49.9,,,,,,2,0,0,186,05t
2024-02-27 17:00:00,45.9,,,,,,3,0,0,195,05t
2024-02-27 18:00:00,42.0,,,,,,2,0,0,197,05t
2024-02-27 19:00:00,42.0,,,,,,2,0,0,191,05t
2024-02-27 20:00:00,40.7,,,,,,2,0,0,192,05t
2024-02-27 21:00:00,33.2,,,,,,2,0,0,195,05t
2024-02-27 22:00:00,38.0,,,,,,2,0,0,188,05t
2024-02-27 23:00:00,38.9,,,,,,2,0,0,188,05t
2024-02-26 00:00:00,20.0,,,,,,0,0,1,0,08t
2024-02-26 01:00:00,19.0,,,,,,0,0,1,0,08t
2024-02-26 02:00:00,18.1,,,,,,0,0,1,0,08t
2024-02-26 03:00:00,20.9,,,,,,0,0,1,0,08t
2024-02-26 04:00:00,19.0,,,,,,0,0,1,0,08t
2024-02-26 05:00:00,19.1,,,,,,0,0,1,0,08t
2024-02-26 06:00:00,23.0,,,,,,0,0,1,0,08t
2024-02-26 07:00:00,23.2,,,,,,0,0,1,0,08t
2024-02-26 08:00:00,30.9,,,,,,0,0,1,0,08t
2024-02-26 09:00:00,26.9,,,,,,0,0,1,0,08t
2024-02-26 10:00:00,24.1,,,,,,0,0,1,0,08t
2024-02-26 11:00:00,29.1,,,,,,0,0,1,0,08t
2024-02-26 12:00:00,33.2,,,,,,0,0,2,0,08t
2024-02-26 13:00:00,40.0,,,,,,0,0,2,0,08t
2024-02-26 14:00:00,40.9,,,,,,0,0,2,0,08t
2024-02-26 15:00:00,35.9,,,,,,0,0,2,0,08t
2024-02-26 16:00:00,34.3,,,,,,0,0,2,0,08t
2024-02-26 17:00:00,42.7,,,,,,0,0,1,0,08t
2024-02-26 18:00:00,33.0,,,,,,0,0,1,0,08t
2024-02-26 19:00:00,31.9,,,,,,0,0,1,0,08t
2024-02-26 20:00:00,30.0,,,,,,0,0,1,0,08t
2024-02-26 21:00:00,29.0,,,,,,0,0,1,0,08t
2024-02-26 22:00:00,28.0,,,,,,0,0,1,0,08t
2024-02-26 23:00:00,27.2,,,,,,0,0,1,0,08t
2024-02-27 00:00:00,32.9,,,,,,0,0,1,0,08t
2024-02-27 01:00:00,29.0,,,,,,0,0,1,0,08t
2024-02-27 02:00:00,28.0,,,,,,0,0,1,0,08t
2024-02-27 03:00:00,27.1,,,,,,0,0,1,0,08t
2024-02-27 04:00:00,30.1,,,,,,0,0,1,0,08t
2024-02-27 05:00:00,32.0,,,,,,0,0,1,0,08t
2024-02-27 06:00:00,32.1,,,,,,0,0,1,0,08t
2024-02-27 07:00:00,35.9,,,,,,0,0,1,0,08t
2024-02-27 08:00:00,32.9,,,,,,0,0,1,0,08t
2024-02-27 09:00:00,29.2,,,,,,0,0,1,0,08t
2024-02-27 10:00:00,37.2,,,,,,0,0,1,0,08t
2024-02-27 11:00:00,42.9,,,,,,0,0,2,0,08t
2024-02-27 12:00:00,39.9,,,,,,0,0,2,0,08t
2024-02-27 13:00:00,38.2,,,,,,0,0,2,0,08t
2024-02-27 14:00:00,44.0,,,,,,0,0,2,0,08t
2024-02-27 15:00:00,43.1,,,,,,0,0,2,0,08t
2024-02-27 16:00:00,48.1,,,,,,0,0,2,0,08t
2024-02-27 17:00:00,49.9,,,,,,0,0,1,0,08t
2024-02-27 18:00:00,47.9,,,,,,0,0,1,0,08t
2024-02-27 19:00:00,44.8,,,,,,0,0,1,0,08t
2024-02-27 20:00:00,39.9,,,,,,0,0,1,0,08t
2024-02-27 21:00:00,38.9,,,,,,0,0,1,0,08t
2024-02-27 22:00:00,39.0,,,,,,0,0,1,0,08t
2024-02-27 23:00:00,37.8,,,,,,0,0,1,0,08t
2024-02-26 00:00:00,21.1,33.0,9.0,0.22,3.0,0.0,0,29,77,150,100t
2024-02-26 01:00:00,26.4,31.0,6.0,0.23,,,0,28,81,8,100t
2024-02-26 02:00:00,29.0,32.0,4.0,0.25,6.0,1.0,0,28,82,360,100t
2024-02-26 03:00:00,23.0,29.0,3.0,0.26,5.0,1.0,0,27,87,24,100t
2024-02-26 04:00:00,26.9,28.0,2.0,0.27,5.0,1.0,0,26,89,339,100t
2024-02-26 05:00:00,23.5,25.0,2.0,0.28,5.0,0.0,0,26,90,2,100t
2024-02-26 06:00:00,23.8,29.0,2.0,,6.0,,0,26,90,350,100t
2024-02-26 07:00:00,30.5,32.0,1.0,0.34,,0.0,0,27,87,6,100t
2024-02-26 08:00:00,32.7,41.0,,0.42,8.0,0.0,0,29,79,344,100t
2024-02-26 09:00:00,34.9,44.0,5.0,0.35,7.0,0.0,0,30,71,49,100t
2024-02-26 10:00:00,28.5,43.0,7.0,0.32,7.0,0.0,1,31,63,34,100t
2024-02-26 11:00:00,28.0,42.0,9.0,0.32,8.0,0.0,1,32,58,10,100t
2024-02-26 12:00:00,29.2,41.0,20.0,0.29,6.0,0.0,1,34,49,112,100t
2024-02-26 13:00:00,25.1,40.0,24.0,0.28,4.0,0.0,1,34,48,45,100t
2024-02-26 14:00:00,25.8,43.0,17.0,0.28,5.0,0.0,1,34,55,228,100t
2024-02-26 15:00:00,25.5,45.0,14.0,0.28,5.0,0.0,2,33,58,193,100t
2024-02-26 16:00:00,20.0,39.0,13.0,0.3,6.0,0.0,2,32,62,184,100t
2024-02-26 17:00:00,15.7,36.0,11.0,0.33,8.0,1.0,2,31,66,187,100t
2024-02-26 18:00:00,16.2,35.0,10.0,0.34,8.0,1.0,1,30,71,196,100t
2024-02-26 19:00:00,15.3,42.0,9.0,0.36,9.0,1.0,1,29,75,201,100t
2024-02-26 20:00:00,19.0,44.0,11.0,0.38,10.0,1.0,1,29,76,204,100t
2024-02-26 21:00:00,25.0,51.0,12.0,0.37,8.0,1.0,1,29,77,199,100t
2024-02-26 22:00:00,24.4,48.0,13.0,0.34,6.0,1.0,1,28,79,151,100t
2024-02-26 23:00:00,32.9,44.0,13.0,0.33,5.0,1.0,0,28,80,144,100t
2024-02-27 00:00:00,30.7,41.0,7.0,0.35,7.0,1.0,0,27,83,343,100t
2024-02-27 01:00:00,29.7,43.0,3.0,0.33,,,0,27,88,343,100t
2024-02-27 02:00:00,35.8,42.0,2.0,0.33,8.0,0.0,0,26,91,353,100t
2024-02-27 03:00:00,42.6,45.0,2.0,0.33,7.0,0.0,0,26,90,343,100t
2024-02-27 04:00:00,42.6,45.0,4.0,0.33,7.0,0.0,0,25,88,11,100t
2024-02-27 05:00:00,40.1,50.0,3.0,,7.0,,0,25,90,10,100t
2024-02-27 06:00:00,36.9,51.0,3.0,0.43,,0.0,0,25,91,354,100t
2024-02-27 07:00:00,38.6,53.0,,0.57,11.0,0.0,0,26,88,348,100t
2024-02-27 08:00:00,42.1,70.0,4.0,0.56,11.0,0.0,0,28,79,17,100t
2024-02-27 09:00:00,49.7,68.0,8.0,0.45,11.0,0.0,0,30,70,342,100t
2024-02-27 10:00:00,47.3,57.0,12.0,0.4,11.0,0.0,1,32,58,31,100t
2024-02-27 11:00:00,40.9,49.0,15.0,0.38,8.0,0.0,1,33,50,69,100t
2024-02-27 12:00:00,34.5,49.0,16.0,0.37,8.0,0.0,1,33,53,151,100t
2024-02-27 13:00:00,36.1,54.0,15.0,0.35,8.0,0.0,1,33,57,220,100t
2024-02-27 14:00:00,33.3,54.0,17.0,0.34,8.0,0.0,2,33,57,207,100t
2024-02-27 15:00:00,32.5,47.0,16.0,0.35,8.0,0.0,3,33,57,195,100t
2024-02-27 16:00:00,27.2,41.0,14.0,0.38,10.0,0.0,3,32,61,183,100t
2024-02-27 17:00:00,24.2,41.0,13.0,0.4,11.0,0.0,2,31,64,188,100t
2024-02-27 18:00:00,18.6,52.0,13.0,0.42,12.0,0.0,2,30,67,186,100t
2024-02-27 19:00:00,21.2,51.0,13.0,0.43,12.0,0.0,2,30,69,185,100t
2024-02-27 20:00:00,22.0,51.0,14.0,0.42,10.0,0.0,1,29,73,168,100t
2024-02-27 21:00:00,28.3,52.0,13.0,0.39,6.0,0.0,1,28,78,139,100t
2024-02-27 22:00:00,30.3,50.0,12.0,0.37,5.0,0.0,0,28,76,114,100t
2024-02-27 23:00:00,26.6,46.0,6.0,0.4,8.0,0.0,0,28,81,358,100t
2024-02-26 00:00:00,63.3,84.0,42.0,0.49,4.0,1.0,3,28,58,58,101t
2024-02-26 01:00:00,40.0,60.0,37.0,0.42,3.0,1.0,3,27,58,65,101t
2024-02-26 02:00:00,31.0,49.0,,,,,2,26,61,86,101t
2024-02-26 03:00:00,29.6,46.0,29.0,0.41,4.0,1.0,2,25,64,51,101t
2024-02-26 04:00:00,23.3,40.0,25.0,0.4,3.0,0.0,3,24,67,63,101t
2024-02-26 05:00:00,19.7,32.0,23.0,0.39,3.0,0.0,3,24,70,69,101t
2024-02-26 06:00:00,19.7,31.0,22.0,0.37,3.0,0.0,3,23,72,58,101t
2024-02-26 07:00:00,20.5,34.0,22.0,0.37,3.0,0.0,2,24,69,61,101t
2024-02-26 08:00:00,22.5,44.0,27.0,0.39,3.0,0.0,2,26,62,99,101t
2024-02-26 09:00:00,32.9,59.0,34.0,0.39,3.0,0.0,2,28,53,169,101t
2024-02-26 10:00:00,40.5,65.0,41.0,0.42,2.0,1.0,2,30,45,160,101t
2024-02-26 11:00:00,46.8,71.0,50.0,0.44,2.0,0.0,2,32,41,154,101t
2024-02-26 12:00:00,48.1,72.0,58.0,0.45,2.0,1.0,2,34,38,176,101t
2024-02-26 13:00:00,43.6,72.0,62.0,0.41,2.0,0.0,2,35,36,32,101t
2024-02-26 14:00:00,41.0,65.0,67.0,0.38,2.0,0.0,2,35,35,18,101t
2024-02-26 15:00:00,38.8,63.0,69.0,0.38,2.0,0.0,2,35,34,43,101t
2024-02-26 16:00:00,37.6,64.0,69.0,0.39,2.0,0.0,2,35,34,70,101t
2024-02-26 17:00:00,37.1,58.0,68.0,0.36,1.0,0.0,2,34,35,53,101t
2024-02-26 18:00:00,37.3,59.0,63.0,0.34,2.0,0.0,2,33,37,59,101t
2024-02-26 19:00:00,42.8,74.0,58.0,0.37,3.0,1.0,2,32,42,57,101t
2024-02-26 20:00:00,53.9,82.0,60.0,0.42,3.0,1.0,2,31,45,62,101t
2024-02-26 21:00:00,59.1,85.0,57.0,0.44,3.0,1.0,1,30,48,96,101t
2024-02-26 22:00:00,55.5,81.0,55.0,0.45,3.0,1.0,1,29,50,86,101t
2024-02-26 23:00:00,57.1,81.0,58.0,0.43,3.0,1.0,2,29,50,61,101t
2024-02-27 00:00:00,55.5,78.0,57.0,0.43,2.0,1.0,2,28,52,74,101t
2024-02-27 01:00:00,54.2,75.0,,,,,2,28,54,86,101t
2024-02-27 02:00:00,59.8,81.0,40.0,0.48,4.0,1.0,2,26,62,90,101t
2024-02-27 03:00:00,50.0,71.0,29.0,0.45,4.0,1.0,2,25,65,79,101t
2024-02-27 04:00:00,43.0,62.0,24.0,0.4,4.0,1.0,2,24,68,81,101t
2024-02-27 05:00:00,36.1,53.0,21.0,0.39,4.0,0.0,2,23,71,69,101t
2024-02-27 06:00:00,35.0,54.0,19.0,0.39,5.0,1.0,2,23,73,62,101t
2024-02-27 07:00:00,30.9,47.0,21.0,0.39,4.0,0.0,3,23,71,59,101t
2024-02-27 08:00:00,24.2,43.0,27.0,0.35,4.0,0.0,3,25,65,53,101t
2024-02-27 09:00:00,26.1,60.0,34.0,0.35,4.0,0.0,2,28,57,73,101t
2024-02-27 10:00:00,30.5,77.0,42.0,0.36,4.0,0.0,2,30,49,86,101t
2024-02-27 11:00:00,32.7,58.0,47.0,0.33,3.0,0.0,2,32,44,169,101t
2024-02-27 12:00:00,29.5,49.0,50.0,0.3,3.0,0.0,2,34,40,166,101t
2024-02-27 13:00:00,20.8,36.0,46.0,0.25,2.0,0.0,2,35,37,180,101t
2024-02-27 14:00:00,16.7,32.0,46.0,0.23,2.0,0.0,2,35,35,142,101t
2024-02-27 15:00:00,15.6,31.0,47.0,0.21,2.0,0.0,2,36,31,137,101t
2024-02-27 16:00:00,15.8,29.0,48.0,0.21,2.0,0.0,2,36,28,121,101t
2024-02-27 17:00:00,14.9,29.0,47.0,0.2,2.0,0.0,2,35,29,52,101t
2024-02-27 18:00:00,17.0,39.0,44.0,0.2,2.0,0.0,2,34,33,56,101t
2024-02-27 19:00:00,21.4,46.0,43.0,0.24,3.0,0.0,2,33,36,50,101t
2024-02-27 20:00:00,27.0,57.0,44.0,0.28,3.0,0.0,2,32,40,57,101t
2024-02-27 21:00:00,34.1,60.0,44.0,0.32,3.0,1.0,2,31,44,126,101t
2024-02-27 22:00:00,33.5,56.0,40.0,0.28,5.0,1.0,1,31,45,175,101t
2024-02-27 23:00:00,34.7,57.0,34.0,0.32,6.0,1.0,1,30,49,156,101t
2024-02-26 00:00:00,23.2,35.0,35.0,0.4,2.0,0.0,3,23,67,38,102t
2024-02-26 01:00:00,18.0,27.0,29.0,0.5,2.0,0.0,2,22,70,26,102t
2024-02-26 02:00:00,26.2,38.0,29.0,0.48,2.0,0.0,2,22,72,28,102t
2024-02-26 03:00:00,23.5,35.0,31.0,0.44,2.0,0.0,2,22,72,35,102t
2024-02-26 04:00:00,26.2,38.0,32.0,0.41,2.0,0.0,2,22,72,37,102t
2024-02-26 05:00:00,21.7,32.0,31.0,0.43,2.0,0.0,2,21,73,50,102t
2024-02-26 06:00:00,26.8,38.0,28.0,0.48,3.0,0.0,2,21,74,45,102t
2024-02-26 07:00:00,28.6,41.0,29.0,0.54,4.0,0.0,2,23,69,41,102t
2024-02-26 08:00:00,38.6,54.0,34.0,0.51,4.0,1.0,2,25,62,61,102t
2024-02-26 09:00:00,41.4,60.0,42.0,,,,3,27,56,83,102t
2024-02-26 10:00:00,31.7,47.0,,0.38,3.0,1.0,3,29,48,81,102t
2024-02-26 11:00:00,32.0,46.0,51.0,0.41,3.0,1.0,2,30,44,87,102t
2024-02-26 12:00:00,28.6,41.0,55.0,0.45,3.0,1.0,2,32,41,119,102t
2024-02-26 13:00:00,31.5,46.0,59.0,0.44,2.0,1.0,2,33,38,71,102t
2024-02-26 14:00:00,35.2,51.0,68.0,0.48,2.0,1.0,2,34,36,62,102t
2024-02-26 15:00:00,34.0,49.0,68.0,0.48,3.0,1.0,2,35,35,92,102t
2024-02-26 16:00:00,34.0,48.0,71.0,0.49,3.0,1.0,2,34,35,69,102t
2024-02-26 17:00:00,34.0,49.0,66.0,0.48,4.0,1.0,2,33,36,53,102t
2024-02-26 18:00:00,,,53.0,0.51,5.0,1.0,2,32,39,63,102t
2024-02-26 19:00:00,32.9,49.0,42.0,0.56,5.0,1.0,3,30,46,42,102t
2024-02-26 20:00:00,38.1,56.0,41.0,0.43,3.0,1.0,3,28,51,65,102t
2024-02-26 21:00:00,30.7,47.0,40.0,0.38,2.0,1.0,3,26,55,74,102t
2024-02-26 22:00:00,27.0,41.0,39.0,0.37,2.0,1.0,3,25,59,65,102t
2024-02-26 23:00:00,25.6,39.0,37.0,0.39,2.0,1.0,2,24,63,54,102t
2024-02-27 00:00:00,24.8,38.0,35.0,0.39,2.0,1.0,3,23,67,36,102t
2024-02-27 01:00:00,24.8,37.0,33.0,0.38,2.0,1.0,3,22,71,34,102t
2024-02-27 02:00:00,23.3,35.0,32.0,0.38,1.0,0.0,2,22,72,34,102t
2024-02-27 03:00:00,20.8,31.0,31.0,0.37,2.0,0.0,2,22,73,36,102t
2024-02-27 04:00:00,24.4,35.0,29.0,0.37,2.0,0.0,1,21,75,24,102t
2024-02-27 05:00:00,21.0,31.0,30.0,0.38,2.0,0.0,2,21,75,33,102t
2024-02-27 06:00:00,21.2,31.0,28.0,0.39,2.0,0.0,2,21,76,21,102t
2024-02-27 07:00:00,26.7,38.0,21.0,0.45,5.0,0.0,1,23,68,353,102t
2024-02-27 08:00:00,29.6,45.0,34.0,0.42,3.0,1.0,3,25,63,36,102t
2024-02-27 09:00:00,30.3,46.0,40.0,0.45,3.0,1.0,3,27,58,50,102t
2024-02-27 10:00:00,28.0,43.0,43.0,,,,3,29,52,74,102t
2024-02-27 11:00:00,27.4,41.0,,0.44,4.0,1.0,3,31,47,91,102t
2024-02-27 12:00:00,24.4,37.0,54.0,0.44,3.0,1.0,2,32,42,74,102t
2024-02-27 13:00:00,29.0,42.0,63.0,0.47,3.0,1.0,2,34,39,67,102t
2024-02-27 14:00:00,33.3,48.0,69.0,0.49,3.0,1.0,2,35,36,74,102t
2024-02-27 15:00:00,36.5,51.0,70.0,0.51,4.0,1.0,2,35,35,86,102t
2024-02-27 16:00:00,,,72.0,0.5,3.0,1.0,2,35,36,52,102t
2024-02-27 17:00:00,,,70.0,0.55,5.0,1.0,3,34,39,64,102t
2024-02-27 18:00:00,,,66.0,0.67,6.0,1.0,3,31,47,61,102t
2024-02-27 19:00:00,46.4,68.0,51.0,0.57,4.0,1.0,3,29,52,72,102t
2024-02-27 20:00:00,28.3,45.0,45.0,0.51,3.0,1.0,4,27,57,74,102t
2024-02-27 21:00:00,22.1,37.0,43.0,0.47,2.0,1.0,4,25,61,85,102t
2024-02-27 22:00:00,24.7,39.0,39.0,0.46,2.0,1.0,3,24,64,80,102t
2024-02-27 23:00:00,24.1,37.0,37.0,0.44,2.0,0.0,3,23,67,63,102t
2024-02-26 00:00:00,21.2,34.0,19.0,0.25,8.0,0.0,1,28,72,192,103t
2024-02-26 01:00:00,19.7,37.0,20.0,0.27,9.0,0.0,1,28,70,199,103t
2024-02-26 02:00:00,16.6,35.0,20.0,0.26,9.0,0.0,1,28,69,192,103t
2024-02-26 03:00:00,14.2,36.0,16.0,0.4,14.0,0.0,1,27,70,191,103t
2024-02-26 04:00:00,16.1,39.0,13.0,0.36,12.0,0.0,1,27,75,289,103t
2024-02-26 05:00:00,22.6,35.0,10.0,,13.0,,0,26,78,291,103t
2024-02-26 06:00:00,25.3,41.0,8.0,0.63,,0.0,0,26,78,276,103t
2024-02-26 07:00:00,26.7,49.0,,0.56,16.0,0.0,1,27,74,295,103t
2024-02-26 08:00:00,28.0,46.0,19.0,0.36,10.0,0.0,0,30,64,6,103t
2024-02-26 09:00:00,28.7,50.0,21.0,0.25,2.0,0.0,1,31,64,80,103t
2024-02-26 10:00:00,22.6,45.0,21.0,0.2,1.0,0.0,1,32,61,90,103t
2024-02-26 11:00:00,26.0,43.0,20.0,0.2,0.0,0.0,2,32,61,96,103t
2024-02-26 12:00:00,26.7,44.0,21.0,0.2,1.0,0.0,2,32,61,110,103t
2024-02-26 13:00:00,21.4,42.0,22.0,0.21,0.0,0.0,2,32,61,101,103t
2024-02-26 14:00:00,17.9,42.0,22.0,0.21,1.0,0.0,2,32,63,104,103t
2024-02-26 15:00:00,17.1,38.0,20.0,0.22,2.0,0.0,2,32,61,136,103t
2024-02-26 16:00:00,24.7,39.0,20.0,0.23,1.0,0.0,2,32,61,136,103t
